SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
460,OR,Odisha,OR_Gajapati,Gajapati,61,28,33,0,0,0,0,0,0,,
461,OR,Odisha,OR_Ganjam,Ganjam,631,208,419,4,0,33,24,9,0,,
462,OR,Odisha,OR_Jagatsinghpur,Jagatsinghpur,89,32,57,0,0,0,-7,7,0,,
463,OR,Odisha,OR_Jajpur,Jajpur,325,56,269,0,0,6,-10,16,0,,
464,OR,Odisha,OR_Jharsuguda,Jharsuguda,8,1,7,0,0,0,0,0,0,,
465,OR,Odisha,OR_Kalahandi,Kalahandi,29,14,15,0,0,2,2,0,0,,
466,OR,Odisha,OR_Kandhamal,Kandhamal,35,13,22,0,0,10,10,0,0,,
467,OR,Odisha,OR_Kendrapara,Kendrapara,167,14,153,0,0,1,-10,11,0,,
468,OR,Odisha,OR_Kendujhar,Kendujhar,43,21,22,0,0,10,6,4,0,,
469,OR,Odisha,OR_Khordha,Khordha,257,106,146,5,0,13,0,13,0,,
470,OR,Odisha,OR_Koraput,Koraput,16,8,8,0,0,0,-1,1,0,,
471,OR,Odisha,OR_Malkangiri,Malkangiri,21,0,21,0,0,0,0,0,0,,
472,OR,Odisha,OR_Mayurbhanj,Mayurbhanj,76,60,16,0,0,6,6,0,0,,
473,OR,Odisha,OR_Nabarangapur,Nabarangapur,2,0,2,0,0,0,0,0,0,,
474,OR,Odisha,OR_Nayagarh,Nayagarh,90,22,68,0,0,3,0,3,0,,
475,OR,Odisha,OR_Nuapada,Nuapada,72,36,36,0,0,3,3,0,0,,
476,OR,Odisha,OR_Puri,Puri,108,23,85,0,0,7,7,0,0,,
477,OR,Odisha,OR_Rayagada,Rayagada,3,3,0,0,0,1,1,0,0,,
478,OR,Odisha,OR_Sambalpur,Sambalpur,17,8,9,0,0,1,0,1,0,,
479,OR,Odisha,OR_Subarnapur,Subarnapur,29,22,7,0,0,0,0,0,0,,
480,OR,Odisha,OR_Sundargarh,Sundargarh,111,54,57,0,0,12,11,1,0,,
485,PB,Punjab,PB_Amritsar,Amritsar,481,128,344,9,0,12,11,0,1,,
486,PB,Punjab,PB_Barnala,Barnala,26,4,21,1,0,0,0,0,0,,
487,PB,Punjab,PB_Bathinda,Bathinda,55,10,45,0,0,0,0,0,0,,
488,PB,Punjab,PB_Faridkot,Faridkot,74,13,61,0,0,2,2,0,0,,
489,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,70,12,58,0,0,0,-1,1,0,,
490,PB,Punjab,PB_Fazilka,Fazilka,48,5,43,0,0,1,0,1,0,,
491,PB,Punjab,PB_Ferozepur,Ferozepur,46,0,45,1,0,0,0,0,0,,
492,PB,Punjab,PB_Gurdaspur,Gurdaspur,152,17,132,3,0,1,1,0,0,,
493,PB,Punjab,PB_Hoshiarpur,Hoshiarpur,135,14,116,5,0,0,0,0,0,,
494,PB,Punjab,PB_Jalandhar,Jalandhar,307,69,230,8,0,14,4,10,0,,
495,PB,Punjab,PB_Kapurthala,Kapurthala,40,4,33,3,0,0,0,0,0,,
496,PB,Punjab,PB_Ludhiana,Ludhiana,251,81,160,10,0,9,4,5,0,,
497,PB,Punjab,PB_Mansa,Mansa,34,2,32,0,0,0,0,0,0,,
498,PB,Punjab,PB_Moga,Moga,67,3,64,0,0,1,1,0,0,,
499,PB,Punjab,PB_Pathankot,Pathankot,91,33,54,4,0,3,-1,4,0,,
500,PB,Punjab,PB_Patiala,Patiala,138,25,110,3,0,5,3,1,1,,
501,PB,Punjab,PB_Rupnagar,Rupnagar,71,11,59,1,0,0,0,0,0,,
502,PB,Punjab,PB_S.A.S. Nagar,S.A.S. Nagar,128,20,105,3,0,3,2,1,0,,
503,PB,Punjab,PB_Sangrur,Sangrur,111,15,96,0,0,2,2,0,0,,
504,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,109,8,100,1,0,2,3,-1,0,,
505,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,70,4,66,0,0,0,0,0,0,,
506,PB,Punjab,PB_Tarn Taran,Tarn Taran,159,4,154,1,0,0,0,0,0,,
481,PY,Puducherry,PY_Karaikal,Karaikal,2,0,2,0,0,0,0,0,0,,
482,PY,Puducherry,PY_Mahe,Mahe,5,1,4,0,0,1,1,0,0,,
483,PY,Puducherry,PY_Puducherry,Puducherry,121,74,47,0,0,8,4,4,0,,
484,PY,Puducherry,PY_Yanam,Yanam,0,0,0,0,0,0,0,0,0,,
507,RJ,Rajasthan,RJ_Ajmer,Ajmer,368,46,313,9,0,3,0,3,0,,
508,RJ,Rajasthan,RJ_Alwar,Alwar,150,96,52,2,0,67,67,0,0,,
509,RJ,Rajasthan,RJ_Banswara,Banswara,89,4,83,2,0,3,3,0,0,,
510,RJ,Rajasthan,RJ_Baran,Baran,60,25,32,3,0,1,-23,24,0,,
511,RJ,Rajasthan,RJ_Barmer,Barmer,106,22,84,0,0,0,0,0,0,,
512,RJ,Rajasthan,RJ_Bharatpur,Bharatpur,732,481,243,8,0,60,5,54,1,,
513,RJ,Rajasthan,RJ_Bhilwara,Bhilwara,176,48,125,3,0,6,6,0,0,,
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,112,24,84,4,0,2,2,0,0,,
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,50,0,50,0,0,0,0,0,0,,
515,RJ,Rajasthan,RJ_Bundi,Bundi,7,7,0,0,0,2,2,0,0,,
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,198,24,170,4,0,3,2,1,0,,
517,RJ,Rajasthan,RJ_Churu,Churu,154,66,87,1,0,0,0,0,0,,
518,RJ,Rajasthan,RJ_Dausa,Dausa,69,19,49,1,0,0,-3,3,0,,
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,69,8,60,1,0,0,-9,9,0,,
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,380,57,323,0,0,6,-13,19,0,,
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,0,,
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,9,3,6,0,0,1,1,0,0,,
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,30,2,28,0,0,0,-7,7,0,,
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,0,,
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,2260,286,1859,115,0,34,10,21,3,,
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,74,7,67,0,0,0,0,0,0,,
525,RJ,Rajasthan,RJ_Jalore,Jalore,170,13,155,2,0,1,-4,5,0,,
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,329,92,237,0,0,2,2,0,0,,
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,163,15,147,1,0,2,-10,12,0,,
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,1879,519,1337,23,0,36,-26,60,2,,
529,RJ,Rajasthan,RJ_Karauli,Karauli,29,13,13,3,0,0,-2,2,0,,
530,RJ,Rajasthan,RJ_Kota,Kota,524,62,444,18,0,12,-32,44,0,,
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,503,78,416,9,0,0,-14,14,0,,
0,RJ,Rajasthan,RJ_Other State,Other State,38,25,0,13,0,4,4,0,0,,
532,RJ,Rajasthan,RJ_Pali,Pali,602,164,431,7,0,11,-37,48,0,,
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,14,0,13,1,0,0,-1,1,0,,
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,162,24,137,1,0,0,-7,7,0,,
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,44,22,17,5,0,4,4,0,0,,
536,RJ,Rajasthan,RJ_Sikar,Sikar,291,93,193,5,0,7,-2,9,0,,
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,210,98,109,3,0,10,2,8,0,,
538,RJ,Rajasthan,RJ_Tonk,Tonk,175,11,163,1,0,0,0,0,0,,
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,587,66,520,1,0,0,-5,5,0,,
540,SK,Sikkim,SK_East Sikkim,East Sikkim,3,3,0,0,0,0,0,0,0,,
541,SK,Sikkim,SK_North Sikkim,North Sikkim,0,0,0,0,0,0,0,0,0,,
542,SK,Sikkim,SK_South Sikkim,South Sikkim,1,1,0,0,0,0,0,0,0,,
543,SK,Sikkim,SK_West Sikkim,West Sikkim,0,0,0,0,0,0,0,0,0,,
0,TG,Telangana,TG_Foreign Evacuees,Foreign Evacuees,33,33,0,0,0,0,0,0,0,,
0,TG,Telangana,TG_Other State,Other State,250,250,0,0,0,0,0,0,0,,
576,TG,Telangana,TG_Adilabad,Adilabad,30,15,15,0,0,0,0,0,0,,
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,5,1,4,0,0,0,0,0,0,,
578,TG,Telangana,TG_Hyderabad,Hyderabad,2228,1900,305,23,0,0,0,0,0,,
579,TG,Telangana,TG_Jagtial,Jagtial,12,10,2,0,0,0,0,0,0,,
580,TG,Telangana,TG_Jangaon,Jangaon,6,5,1,0,0,0,0,0,0,,
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,3,3,0,0,0,0,0,0,0,,
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,46,20,25,1,0,0,0,0,0,,
583,TG,Telangana,TG_Kamareddy,Kamareddy,13,5,8,0,0,0,0,0,0,,
584,TG,Telangana,TG_Karimnagar,Karimnagar,23,7,16,0,0,0,0,0,0,,
585,TG,Telangana,TG_Khammam,Khammam,20,17,3,0,0,0,0,0,0,,
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,13,11,2,0,0,0,0,0,0,,
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,4,3,1,0,0,0,0,0,0,,
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,27,19,8,0,0,0,0,0,0,,
589,TG,Telangana,TG_Mancherial,Mancherial,4,3,0,1,0,0,0,0,0,,
590,TG,Telangana,TG_Medak,Medak,12,8,4,0,0,0,0,0,0,,
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,75,65,9,1,0,0,0,0,0,,
592,TG,Telangana,TG_Mulugu,Mulugu,2,0,2,0,0,0,0,0,0,,
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,6,4,2,0,0,0,0,0,0,,
594,TG,Telangana,TG_Nalgonda,Nalgonda,23,11,12,0,0,0,0,0,0,,
595,TG,Telangana,TG_Narayanpet,Narayanpet,2,1,0,1,0,0,0,0,0,,
596,TG,Telangana,TG_Nirmal,Nirmal,26,13,13,0,0,0,0,0,0,,
597,TG,Telangana,TG_Nizamabad,Nizamabad,62,32,30,0,0,0,0,0,0,,
598,TG,Telangana,TG_Peddapalli,Peddapalli,3,2,1,0,0,0,0,0,0,,
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,5,3,2,0,0,0,0,0,0,,
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,167,148,17,2,0,0,0,0,0,,
601,TG,Telangana,TG_Sangareddy,Sangareddy,21,15,6,0,0,0,0,0,0,,
602,TG,Telangana,TG_Siddipet,Siddipet,3,2,1,0,0,0,0,0,0,,
603,TG,Telangana,TG_Suryapet,Suryapet,86,62,24,0,0,0,0,0,0,,
604,TG,Telangana,TG_Vikarabad,Vikarabad,40,24,15,1,0,0,0,0,0,,
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,1,1,0,0,0,0,0,0,0,,
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,0,0,0,0,0,0,0,0,0,,
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,33,10,23,0,0,0,0,0,0,,
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,9,9,0,0,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,266,205,61,0,0,6,4,2,0,,
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,193,120,72,1,0,13,11,2,0,,
0,TN,Tamil Nadu,TN_Other State,Other State,0,-3,0,3,0,0,0,0,0,,
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,381,20,361,0,0,1,0,1,0,,
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,1988,1185,788,15,0,134,131,3,0,,
545,TN,Tamil Nadu,TN_Chennai,Chennai,23298,11817,11256,225,0,1149,835,302,12,,
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,161,13,147,1,0,0,-2,2,0,,
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,491,39,451,1,0,10,2,8,0,,
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,18,10,8,0,0,5,5,0,0,,
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,176,50,124,2,0,9,9,0,0,,
550,TN,Tamil Nadu,TN_Erode,Erode,75,4,70,1,0,2,2,0,0,,
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,292,58,234,0,0,20,-61,81,0,,
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,534,209,321,4,0,18,12,5,1,,
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,94,34,59,1,0,7,7,0,0,,
553,TN,Tamil Nadu,TN_Karur,Karur,87,9,78,0,0,0,0,0,0,,
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,37,16,21,0,0,0,0,0,0,,
555,TN,Tamil Nadu,TN_Madurai,Madurai,317,74,240,3,0,5,0,5,0,,
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,81,30,51,0,0,5,5,0,0,,
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,85,7,77,1,0,0,0,0,0,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,14,0,14,0,0,0,0,0,0,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,143,2,141,0,0,0,-1,1,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,36,12,23,1,0,3,0,3,0,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,112,39,72,1,0,6,-8,14,0,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,138,43,94,1,0,8,7,0,1,,
561,TN,Tamil Nadu,TN_Salem,Salem,221,71,150,0,0,5,2,3,0,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,42,10,32,0,0,7,5,2,0,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,106,18,88,0,0,3,0,3,0,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,117,28,89,0,0,4,3,1,0,,
565,TN,Tamil Nadu,TN_Theni,Theni,126,19,105,2,0,2,2,0,0,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,1386,640,732,14,0,57,5,50,2,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,62,17,45,0,0,3,2,1,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,355,154,199,2,0,26,19,7,0,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,116,14,101,1,0,0,-14,14,0,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,390,45,344,1,0,4,1,3,0,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,42,11,31,0,0,0,0,0,0,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,114,0,114,0,0,0,0,0,0,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,503,249,252,2,0,11,-1,12,0,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,95,54,38,3,0,31,31,0,0,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,384,54,327,3,0,4,1,2,1,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,153,36,117,0,0,4,3,1,0,,
609,TR,Tripura,TR_Dhalai,Dhalai,199,35,164,0,0,0,0,0,0,,
610,TR,Tripura,TR_Gomati,Gomati,92,87,5,0,0,0,0,0,0,,
611,TR,Tripura,TR_Khowai,Khowai,26,22,4,0,0,0,0,0,0,,
612,TR,Tripura,TR_North Tripura,North Tripura,14,10,4,0,0,0,0,0,0,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,330,325,5,0,0,38,38,0,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,68,66,2,0,0,0,0,0,0,,
615,TR,Tripura,TR_Unokoti,Unokoti,50,49,1,0,0,0,0,0,0,,
616,TR,Tripura,TR_West Tripura,West Tripura,61,54,7,0,0,0,0,0,0,,
617,UP,Uttar Pradesh,UP_Agra,Agra,972,120,800,52,0,16,9,5,2,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,213,97,100,16,0,13,12,1,0,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,93,44,46,3,0,8,1,7,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,202,124,78,0,0,2,-5,7,0,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,69,13,55,1,0,1,1,0,0,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,49,21,26,2,0,4,1,2,1,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,140,46,90,4,0,2,-11,12,1,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,156,119,34,3,0,2,1,1,0,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,100,71,28,1,0,8,8,0,0,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,105,34,71,0,0,5,5,0,0,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,58,31,27,0,0,0,0,0,0,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,47,10,36,1,0,0,-1,1,0,,
628,UP,Uttar Pradesh,UP_Banda,Banda,27,2,24,1,0,0,0,0,0,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,179,38,140,1,0,0,-2,2,0,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,73,35,36,2,0,5,5,0,0,,
631,UP,Uttar Pradesh,UP_Basti,Basti,237,123,110,4,0,3,-19,22,0,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,74,59,15,0,0,0,0,0,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,164,92,70,2,0,8,5,3,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,45,7,37,1,0,0,1,-1,0,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,235,125,105,5,0,28,24,4,0,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,30,13,16,1,0,0,-1,1,0,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,64,35,27,2,0,0,-1,1,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,133,86,46,1,0,0,0,0,0,,
639,UP,Uttar Pradesh,UP_Etah,Etah,51,29,18,4,0,0,0,0,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,88,48,39,1,0,6,5,1,0,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,54,30,23,1,0,0,-2,2,0,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,69,30,39,0,0,0,-1,1,0,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,319,77,224,18,0,3,2,1,0,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,699,308,383,8,0,59,33,26,0,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,490,206,275,9,0,41,39,2,0,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,162,82,80,0,0,0,-10,10,0,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,86,34,52,0,0,0,0,0,0,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,141,96,37,8,0,11,10,0,1,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,12,7,5,0,0,3,3,0,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,191,98,91,2,0,19,17,2,0,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,116,80,36,0,0,8,8,0,0,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,42,19,22,1,0,6,6,0,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,60,16,41,3,0,11,11,0,0,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,285,163,119,3,0,0,0,0,0,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,54,18,30,6,0,3,1,2,0,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,103,64,39,0,0,7,2,5,0,,
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,33,23,9,1,0,2,1,1,0,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,540,207,317,16,0,24,23,0,1,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,24,9,15,0,0,0,0,0,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,50,3,47,0,0,0,0,0,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,54,45,7,2,0,0,0,0,0,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,76,17,59,0,0,0,0,0,0,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,3,2,0,1,0,0,0,0,0,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,468,137,326,5,0,16,15,1,0,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,85,49,35,1,0,1,0,1,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,19,9,9,1,0,4,3,1,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,84,54,28,2,0,6,6,0,0,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,105,30,69,6,0,6,1,5,0,,
670,UP,Uttar Pradesh,UP_Mau,Mau,62,42,19,1,0,0,-7,7,0,,
671,UP,Uttar Pradesh,UP_Meerut,Meerut,541,141,362,38,0,21,19,2,0,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,38,16,22,0,0,0,0,0,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,271,77,183,11,0,6,1,5,0,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,128,77,50,1,0,3,3,0,0,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,53,9,44,0,0,1,1,0,0,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,90,14,72,4,0,1,1,0,0,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,129,45,80,4,0,2,0,1,1,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,92,29,62,1,0,14,13,1,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,205,40,163,2,0,3,-1,4,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,272,43,229,0,0,4,-1,5,0,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,143,72,70,1,0,0,0,0,0,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,145,85,54,6,0,4,4,0,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,48,29,19,0,0,3,3,0,0,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,51,10,41,0,0,0,0,0,0,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,46,17,28,1,0,2,2,0,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,148,50,95,3,0,3,1,1,1,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,44,4,40,0,0,0,0,0,0,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,14,11,3,0,0,0,0,0,0,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,102,42,59,1,0,2,2,0,0,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,54,25,27,2,0,0,-2,2,0,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,243,107,131,5,0,1,-1,2,0,,
692,UT,Uttarakhand,UT_Almora,Almora,73,10,62,1,0,0,-2,2,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,35,17,18,0,0,2,-5,7,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,34,18,16,0,0,1,-4,5,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,48,20,27,1,0,2,-18,20,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,375,250,112,9,4,6,-25,31,0,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,144,97,45,0,2,9,8,1,0,,
698,UT,Uttarakhand,UT_Nainital,Nainital,324,107,216,1,0,1,-82,83,0,,
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,47,30,16,1,0,4,4,0,0,,
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,44,23,21,0,0,0,-20,20,0,,
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,24,21,3,0,0,2,2,0,0,,
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,149,51,98,0,0,28,28,0,0,,
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,91,28,63,0,0,1,-16,17,0,,
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,23,6,17,0,0,0,0,0,0,,
705,WB,West Bengal,WB_Alipurduar,Alipurduar,37,33,4,0,0,19,19,0,0,,
706,WB,West Bengal,WB_Bankura,Bankura,140,97,43,0,0,25,24,1,0,,
707,WB,West Bengal,WB_Birbhum,Birbhum,204,32,171,1,0,8,2,6,0,,
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,205,155,50,0,0,47,33,14,0,,
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,44,11,33,0,0,0,0,0,0,,
710,WB,West Bengal,WB_Darjeeling,Darjeeling,102,66,33,3,0,13,-1,14,0,,
711,WB,West Bengal,WB_Hooghly,Hooghly,602,406,184,12,0,10,2,8,0,,
712,WB,West Bengal,WB_Howrah,Howrah,1457,885,522,50,0,38,25,12,1,,
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,95,83,12,0,0,41,38,3,0,,
714,WB,West Bengal,WB_Jhargram,Jhargram,11,5,6,0,0,0,0,0,0,,
715,WB,West Bengal,WB_Kalimpong,Kalimpong,18,10,7,1,0,0,-1,1,0,,
716,WB,West Bengal,WB_Kolkata,Kolkata,2886,1471,1155,260,0,128,83,39,6,,
717,WB,West Bengal,WB_Malda,Malda,231,120,111,0,0,5,2,3,0,,
719,WB,West Bengal,WB_Murshidabad,Murshidabad,129,32,95,2,0,7,4,3,0,,
720,WB,West Bengal,WB_Nadia,Nadia,134,73,59,2,0,0,-14,14,0,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,1158,700,400,58,0,55,41,12,2,,
0,WB,West Bengal,WB_Other State,Other State,66,45,18,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,82,40,40,2,0,12,10,2,0,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,178,138,39,1,0,1,-9,10,0,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,125,27,98,0,0,1,-5,6,0,,
