SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
16,AP,Andhra Pradesh,AP_Y.S.R. Kadapa,Y.S.R. Kadapa,173,59,114,0,0,0,0,0,0,,
17,AR,Arunachal Pradesh,AR_Anjaw,Anjaw,0,0,0,0,0,0,0,0,0,,
18,AR,Arunachal Pradesh,AR_Changlang,Changlang,38,38,0,0,0,0,0,0,0,,
19,AR,Arunachal Pradesh,AR_East Kameng,East Kameng,0,0,0,0,0,0,0,0,0,,
20,AR,Arunachal Pradesh,AR_East Siang,East Siang,2,2,0,0,0,0,0,0,0,,
21,AR,Arunachal Pradesh,AR_Kamle,Kamle,0,0,0,0,0,0,0,0,0,,
22,AR,Arunachal Pradesh,AR_Kra Daadi,Kra Daadi,0,0,0,0,0,0,0,0,0,,
23,AR,Arunachal Pradesh,AR_Kurung Kumey,Kurung Kumey,0,0,0,0,0,0,0,0,0,,
24,AR,Arunachal Pradesh,AR_Lepa Rada,Lepa Rada,0,0,0,0,0,0,0,0,0,,
25,AR,Arunachal Pradesh,AR_Lohit,Lohit,2,1,1,0,0,0,0,0,0,,
26,AR,Arunachal Pradesh,AR_Longding,Longding,0,0,0,0,0,0,0,0,0,,
27,AR,Arunachal Pradesh,AR_Lower Dibang Valley,Lower Dibang Valley,1,1,0,0,0,0,0,0,0,,
28,AR,Arunachal Pradesh,AR_Lower Siang,Lower Siang,0,0,0,0,0,0,0,0,0,,
29,AR,Arunachal Pradesh,AR_Lower Subansiri,Lower Subansiri,0,0,0,0,0,0,0,0,0,,
30,AR,Arunachal Pradesh,AR_Namsai,Namsai,2,2,0,0,0,0,0,0,0,,
31,AR,Arunachal Pradesh,AR_Pakke Kessang,Pakke Kessang,1,0,1,0,0,0,-1,1,0,,
32,AR,Arunachal Pradesh,AR_Papum Pare,Papum Pare,7,7,0,0,0,0,0,0,0,,
33,AR,Arunachal Pradesh,AR_Shi Yomi,Shi Yomi,0,0,0,0,0,0,0,0,0,,
34,AR,Arunachal Pradesh,AR_Siang,Siang,0,0,0,0,0,0,0,0,0,,
35,AR,Arunachal Pradesh,AR_Tawang,Tawang,1,1,0,0,0,0,0,0,0,,
36,AR,Arunachal Pradesh,AR_Tirap,Tirap,1,1,0,0,0,0,0,0,0,,
37,AR,Arunachal Pradesh,AR_Upper Dibang Valley,Upper Dibang Valley,0,0,0,0,0,0,0,0,0,,
38,AR,Arunachal Pradesh,AR_Upper Siang,Upper Siang,1,1,0,0,0,0,0,0,0,,
39,AR,Arunachal Pradesh,AR_Upper Subansiri,Upper Subansiri,0,0,0,0,0,0,0,0,0,,
40,AR,Arunachal Pradesh,AR_West Kameng,West Kameng,0,0,0,0,0,0,0,0,0,,
41,AR,Arunachal Pradesh,AR_West Siang,West Siang,1,1,0,0,0,0,0,0,0,,
42,AS,Assam,AS_Baksa,Baksa,17,17,0,0,0,1,1,0,0,,
43,AS,Assam,AS_Barpeta,Barpeta,93,38,55,0,0,3,3,0,0,,
44,AS,Assam,AS_Biswanath,Biswanath,52,45,7,0,0,0,0,0,0,,
45,AS,Assam,AS_Bongaigaon,Bongaigaon,14,7,7,0,0,0,0,0,0,,
46,AS,Assam,AS_Cachar,Cachar,90,8,82,0,0,1,1,0,0,,
47,AS,Assam,AS_Charaideo,Charaideo,15,15,0,0,0,0,0,0,0,,
48,AS,Assam,AS_Chirang,Chirang,37,37,0,0,0,2,2,0,0,,
49,AS,Assam,AS_Darrang,Darrang,89,89,0,0,0,1,1,0,0,,
50,AS,Assam,AS_Dhemaji,Dhemaji,70,64,6,0,0,5,5,0,0,,
51,AS,Assam,AS_Dhubri,Dhubri,306,301,5,0,0,0,0,0,0,,
52,AS,Assam,AS_Dibrugarh,Dibrugarh,52,47,5,0,0,0,0,0,0,,
53,AS,Assam,AS_Dima Hasao,Dima Hasao,88,81,7,0,0,0,0,0,0,,
54,AS,Assam,AS_Goalpara,Goalpara,48,38,4,0,0,0,0,0,0,,
55,AS,Assam,AS_Golaghat,Golaghat,225,138,87,0,0,5,5,0,0,,
56,AS,Assam,AS_Hailakandi,Hailakandi,52,46,5,1,0,3,3,0,0,,
57,AS,Assam,AS_Hojai,Hojai,245,245,0,0,0,8,8,0,0,,
58,AS,Assam,AS_Jorhat,Jorhat,42,-12,54,0,0,15,15,0,0,,
59,AS,Assam,AS_Kamrup,Kamrup,149,128,21,0,0,3,3,0,0,,
60,AS,Assam,AS_Kamrup Metropolitan,Kamrup Metropolitan,419,101,315,3,0,13,13,0,0,,
61,AS,Assam,AS_Karbi Anglong,Karbi Anglong,14,7,7,0,0,2,2,0,0,,
62,AS,Assam,AS_Karimganj,Karimganj,82,66,16,0,0,5,5,0,0,,
63,AS,Assam,AS_Kokrajhar,Kokrajhar,57,47,10,0,0,0,0,0,0,,
64,AS,Assam,AS_Lakhimpur,Lakhimpur,71,65,6,0,0,4,4,0,0,,
65,AS,Assam,AS_Majuli,Majuli,7,7,0,0,0,1,1,0,0,,
66,AS,Assam,AS_Morigaon,Morigaon,49,39,10,0,0,0,0,0,0,,
67,AS,Assam,AS_Nagaon,Nagaon,163,141,22,0,0,11,11,0,0,,
68,AS,Assam,AS_Nalbari,Nalbari,25,16,9,0,0,0,0,0,0,,
0,AS,Assam,AS_Other State,Other State,1,0,1,0,0,0,0,0,0,,
69,AS,Assam,AS_Sivasagar,Sivasagar,27,27,0,0,0,0,0,0,0,,
70,AS,Assam,AS_Sonitpur,Sonitpur,41,6,35,0,0,1,1,0,0,,
71,AS,Assam,AS_South Salmara Mankachar,South Salmara Mankachar,7,6,1,0,0,1,1,0,0,,
72,AS,Assam,AS_Tinsukia,Tinsukia,85,79,6,0,0,17,17,0,0,,
73,AS,Assam,AS_Udalguri,Udalguri,65,63,2,0,0,0,0,0,0,,
74,AS,Assam,AS_West Karbi Anglong,West Karbi Anglong,17,17,0,0,0,0,0,0,0,,
75,BR,Bihar,BR_Araria,Araria,79,39,39,1,0,1,-9,10,0,,
76,BR,Bihar,BR_Arwal,Arwal,59,19,40,0,0,1,-1,2,0,,
77,BR,Bihar,BR_Aurangabad,Aurangabad,88,34,53,1,0,3,2,0,1,,
78,BR,Bihar,BR_Banka,Banka,148,68,80,0,0,11,11,0,0,,
79,BR,Bihar,BR_Begusarai,Begusarai,282,95,184,3,0,20,-47,67,0,,
80,BR,Bihar,BR_Bhagalpur,Bhagalpur,269,127,141,1,0,21,9,12,0,,
81,BR,Bihar,BR_Bhojpur,Bhojpur,110,34,74,2,0,-2,-37,35,0,,
82,BR,Bihar,BR_Buxar,Buxar,144,40,104,0,0,4,4,0,0,,
83,BR,Bihar,BR_Darbhanga,Darbhanga,135,73,61,1,0,5,-2,7,0,,
101,BR,Bihar,BR_East Champaran,East Champaran,131,64,66,1,0,1,1,0,0,,
84,BR,Bihar,BR_Gaya,Gaya,120,83,37,0,0,-3,-4,1,0,,
85,BR,Bihar,BR_Gopalganj,Gopalganj,148,47,101,0,0,12,-14,26,0,,
86,BR,Bihar,BR_Jamui,Jamui,44,20,23,1,0,-2,-2,0,0,,
87,BR,Bihar,BR_Jehanabad,Jehanabad,180,56,123,1,0,2,2,0,0,,
88,BR,Bihar,BR_Kaimur,Kaimur,113,53,60,0,0,11,7,4,0,,
89,BR,Bihar,BR_Katihar,Katihar,191,112,79,0,0,17,17,0,0,,
90,BR,Bihar,BR_Khagaria,Khagaria,279,165,111,3,0,0,-1,1,0,,
91,BR,Bihar,BR_Kishanganj,Kishanganj,104,86,18,0,0,0,1,-1,0,,
92,BR,Bihar,BR_Lakhisarai,Lakhisarai,66,36,30,0,0,-1,-1,0,0,,
93,BR,Bihar,BR_Madhepura,Madhepura,116,77,38,1,0,17,15,2,0,,
94,BR,Bihar,BR_Madhubani,Madhubani,239,153,86,0,0,2,2,0,0,,
95,BR,Bihar,BR_Munger,Munger,216,76,139,1,0,8,2,6,0,,
96,BR,Bihar,BR_Muzaffarpur,Muzaffarpur,126,89,36,1,0,5,4,1,0,,
97,BR,Bihar,BR_Nalanda,Nalanda,135,30,104,1,0,11,-6,17,0,,
98,BR,Bihar,BR_Nawada,Nawada,166,94,71,1,0,22,9,13,0,,
100,BR,Bihar,BR_Patna,Patna,292,94,196,2,0,4,3,1,0,,
102,BR,Bihar,BR_Purnia,Purnia,149,93,56,0,0,0,-6,6,0,,
103,BR,Bihar,BR_Rohtas,Rohtas,255,64,190,1,0,10,6,4,0,,
104,BR,Bihar,BR_Saharsa,Saharsa,93,48,45,0,0,5,5,0,0,,
105,BR,Bihar,BR_Samastipur,Samastipur,133,70,62,1,0,0,1,-1,0,,
106,BR,Bihar,BR_Saran,Saran,111,65,45,1,0,8,8,0,0,,
107,BR,Bihar,BR_Sheikhpura,Sheikhpura,115,71,44,0,0,0,-11,11,0,,
108,BR,Bihar,BR_Sheohar,Sheohar,24,14,9,1,0,0,0,0,0,,
109,BR,Bihar,BR_Sitamarhi,Sitamarhi,78,43,33,2,0,0,0,0,0,,
110,BR,Bihar,BR_Siwan,Siwan,161,99,59,3,0,4,2,1,1,,
111,BR,Bihar,BR_Supaul,Supaul,168,121,47,0,0,8,5,3,0,,
112,BR,Bihar,BR_Vaishali,Vaishali,100,49,49,2,0,3,3,0,0,,
99,BR,Bihar,BR_West Champaran,West Champaran,88,51,37,0,0,0,0,0,0,,
113,CH,Chandigarh,CH_Chandigarh,Chandigarh,326,36,285,5,0,6,6,0,0,,
114,CT,Chhattisgarh,CT_Balod,Balod,41,20,21,0,0,0,-1,1,0,,
115,CT,Chhattisgarh,CT_Baloda Bazar,Baloda Bazar,120,106,14,0,0,3,3,0,0,,
116,CT,Chhattisgarh,CT_Balrampur,Balrampur,22,14,8,0,0,0,0,0,0,,
117,CT,Chhattisgarh,CT_Bametara,Bametara,25,11,14,0,0,1,1,0,0,,
118,CT,Chhattisgarh,CT_Bastar,Bastar,3,2,0,1,0,0,0,0,0,,
119,CT,Chhattisgarh,CT_Bijapur,Bijapur,0,0,0,0,0,0,0,0,0,,
120,CT,Chhattisgarh,CT_Bilaspur,Bilaspur,105,71,33,1,0,0,0,0,0,,
121,CT,Chhattisgarh,CT_Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,0,0,0,0,0,0,0,0,0,,
122,CT,Chhattisgarh,CT_Dhamtari,Dhamtari,6,4,2,0,0,0,0,0,0,,
123,CT,Chhattisgarh,CT_Durg,Durg,41,28,11,2,0,0,-1,0,1,,
124,CT,Chhattisgarh,CT_Gariaband,Gariaband,10,6,4,0,0,0,0,0,0,,
125,CT,Chhattisgarh,CT_Janjgir Champa,Janjgir Champa,69,53,16,0,0,1,1,0,0,,
126,CT,Chhattisgarh,CT_Jashpur,Jashpur,79,71,8,0,0,0,0,0,0,,
127,CT,Chhattisgarh,CT_Kabeerdham,Kabeerdham,81,67,14,0,0,0,-1,1,0,,
128,CT,Chhattisgarh,CT_Kondagaon,Kondagaon,0,0,0,0,0,0,0,0,0,,
129,CT,Chhattisgarh,CT_Korba,Korba,125,87,38,0,0,0,0,0,0,,
130,CT,Chhattisgarh,CT_Koriya,Koriya,45,38,7,0,0,0,0,0,0,,
131,CT,Chhattisgarh,CT_Mahasamund,Mahasamund,57,48,9,0,0,0,-4,4,0,,
132,CT,Chhattisgarh,CT_Mungeli,Mungeli,106,50,56,0,0,0,-3,3,0,,
133,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,0,0,0,0,0,0,0,0,0,,
134,CT,Chhattisgarh,CT_Raigarh,Raigarh,53,39,14,0,0,0,-1,1,0,,
135,CT,Chhattisgarh,CT_Raipur,Raipur,97,85,11,1,0,7,6,1,0,,
136,CT,Chhattisgarh,CT_Rajnandgaon,Rajnandgaon,59,23,36,0,0,2,1,1,0,,
137,CT,Chhattisgarh,CT_Sukma,Sukma,0,0,0,0,0,0,0,0,0,,
138,CT,Chhattisgarh,CT_Surajpur,Surajpur,13,5,8,0,0,0,0,0,0,,
139,CT,Chhattisgarh,CT_Surguja,Surguja,24,17,7,0,0,0,0,0,0,,
140,CT,Chhattisgarh,CT_Uttar Bastar Kanker,Uttar Bastar Kanker,26,13,13,0,0,0,0,0,0,,
766,CT,Chhattisgarh,CT_Gaurela Pendra Marwahi,Gaurela Pendra Marwahi,3,0,3,0,0,0,0,0,0,,
144,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0,0,0,0,0,0,,
145,DL,Delhi,DL_East Delhi,East Delhi,38,38,0,0,0,0,0,0,0,,
146,DL,Delhi,DL_New Delhi,New Delhi,37,37,0,0,0,0,0,0,0,,
147,DL,Delhi,DL_North Delhi,North Delhi,60,60,0,0,0,0,0,0,0,,
148,DL,Delhi,DL_North East Delhi,North East Delhi,25,25,0,0,0,0,0,0,0,,
149,DL,Delhi,DL_North West Delhi,North West Delhi,32,31,0,1,0,0,0,0,0,,
150,DL,Delhi,DL_Shahdara,Shahdara,48,48,0,0,0,0,0,0,0,,
151,DL,Delhi,DL_South Delhi,South Delhi,70,70,0,0,0,0,0,0,0,,
152,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0,0,0,0,0,0,,
153,DL,Delhi,DL_South West Delhi,South West Delhi,42,42,0,0,0,0,0,0,0,,
154,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0,0,0,0,0,0,,
141,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,22,20,2,0,0,0,0,0,0,,
142,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,0,0,0,0,0,0,0,0,0,,
143,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,0,0,0,0,0,0,0,0,0,,
155,GA,Goa,GA_North Goa,North Goa,6,0,6,0,0,0,0,0,0,,
156,GA,Goa,GA_South Goa,South Goa,324,263,61,0,0,0,0,0,0,,
0,GJ,Gujarat,GJ_Other State,Other State,30,22,8,0,0,1,1,0,0,,
157,GJ,Gujarat,GJ_Ahmedabad,Ahmedabad,14962,3518,10378,1066,0,331,56,248,27,,
158,GJ,Gujarat,GJ_Amreli,Amreli,19,9,8,2,0,3,0,2,1,,
159,GJ,Gujarat,GJ_Anand,Anand,115,11,93,11,0,4,3,1,0,,
160,GJ,Gujarat,GJ_Aravalli,Aravalli,126,4,114,8,0,1,-2,2,1,,
161,GJ,Gujarat,GJ_Banaskantha,Banaskantha,145,32,107,6,0,1,-5,6,0,,
162,GJ,Gujarat,GJ_Bharuch,Bharuch,60,21,35,4,0,2,2,0,0,,
163,GJ,Gujarat,GJ_Bhavnagar,Bhavnagar,146,27,109,10,0,3,1,2,0,,
164,GJ,Gujarat,GJ_Botad,Botad,60,3,55,2,0,0,0,0,0,,
165,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,37,5,32,0,0,0,-9,9,0,,
167,GJ,Gujarat,GJ_Dahod,Dahod,46,14,32,0,0,0,0,0,0,,
187,GJ,Gujarat,GJ_Dang,Dang,4,2,2,0,0,0,0,0,0,,
166,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,15,4,11,0,0,0,0,0,0,,
168,GJ,Gujarat,GJ_Gandhinagar,Gandhinagar,432,223,191,18,0,8,6,2,0,,
169,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,48,3,45,0,0,0,0,0,0,,
170,GJ,Gujarat,GJ_Jamnagar,Jamnagar,66,20,43,3,0,0,0,0,0,,
171,GJ,Gujarat,GJ_Junagadh,Junagadh,37,8,28,1,0,1,0,1,0,,
173,GJ,Gujarat,GJ_Kheda,Kheda,104,37,63,4,0,3,0,3,0,,
172,GJ,Gujarat,GJ_Kutch,Kutch,80,8,67,5,0,1,0,1,0,,
175,GJ,Gujarat,GJ_Mahisagar,Mahisagar,116,7,107,2,0,0,0,0,0,,
174,GJ,Gujarat,GJ_Mehsana,Mehsana,161,61,92,8,0,1,-5,5,1,,
176,GJ,Gujarat,GJ_Morbi,Morbi,4,0,4,0,0,0,0,0,0,,
177,GJ,Gujarat,GJ_Narmada,Narmada,23,5,18,0,0,0,0,0,0,,
178,GJ,Gujarat,GJ_Navsari,Navsari,35,14,20,1,0,1,-4,5,0,,
179,GJ,Gujarat,GJ_Panchmahal,Panchmahal,108,15,80,13,0,3,0,2,1,,
180,GJ,Gujarat,GJ_Patan,Patan,106,28,71,7,0,3,2,1,0,,
181,GJ,Gujarat,GJ_Porbandar,Porbandar,12,4,6,2,0,0,0,0,0,,
182,GJ,Gujarat,GJ_Rajkot,Rajkot,133,48,80,5,0,2,-1,3,0,,
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,127,34,89,4,0,5,5,0,0,,
184,GJ,Gujarat,GJ_Surat,Surat,2208,665,1459,84,0,62,12,48,2,,
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,56,23,31,2,0,0,-3,3,0,,
186,GJ,Gujarat,GJ_Tapi,Tapi,6,1,5,0,0,0,0,0,0,,
188,GJ,Gujarat,GJ_Vadodara,Vadodara,1360,456,861,43,0,32,-32,64,0,,
189,GJ,Gujarat,GJ_Valsad,Valsad,57,26,29,2,0,2,1,1,0,,
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,22,10,12,0,0,0,0,0,0,,
213,HP,Himachal Pradesh,HP_Chamba,Chamba,32,14,18,0,0,0,0,0,0,,
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,124,45,78,1,0,1,-9,10,0,,
215,HP,Himachal Pradesh,HP_Kangra,Kangra,115,51,63,1,0,6,2,4,0,,
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,2,2,0,0,0,0,0,0,0,,
217,HP,Himachal Pradesh,HP_Kullu,Kullu,4,3,1,0,0,0,0,0,0,,
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,0,0,0,0,0,0,0,0,0,,
219,HP,Himachal Pradesh,HP_Mandi,Mandi,22,11,9,2,0,1,1,0,0,,
220,HP,Himachal Pradesh,HP_Shimla,Shimla,13,4,8,1,0,0,0,0,0,,
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,20,16,4,0,0,8,8,0,0,,
222,HP,Himachal Pradesh,HP_Solan,Solan,34,16,14,1,3,0,0,0,0,,
223,HP,Himachal Pradesh,HP_Una,Una,49,19,30,0,0,0,0,0,0,,
0,HR,Haryana,HR_Foreign Evacuees,Foreign Evacuees,21,19,2,0,0,0,0,0,0,,
190,HR,Haryana,HR_Ambala,Ambala,98,43,53,2,0,3,3,0,0,,
191,HR,Haryana,HR_Bhiwani,Bhiwani,81,51,30,0,0,7,7,0,0,,
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,35,34,1,0,0,0,0,0,0,,
193,HR,Haryana,HR_Faridabad,Faridabad,814,603,196,15,0,41,26,13,2,,
194,HR,Haryana,HR_Fatehabad,Fatehabad,45,30,15,0,0,1,1,0,0,,
195,HR,Haryana,HR_Gurugram,Gurugram,2329,1678,640,11,0,164,101,61,2,,
196,HR,Haryana,HR_Hisar,Hisar,97,60,36,1,0,9,7,1,1,,
0,HR,Haryana,HR_Italians,Italians,14,0,14,0,0,0,0,0,0,,
197,HR,Haryana,HR_Jhajjar,Jhajjar,112,15,97,0,0,1,0,1,0,,
198,HR,Haryana,HR_Jind,Jind,54,25,26,3,0,12,12,0,0,,
199,HR,Haryana,HR_Kaithal,Kaithal,45,27,18,0,0,0,-1,1,0,,
200,HR,Haryana,HR_Karnal,Karnal,108,59,47,2,0,3,-3,6,0,,
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,55,24,31,0,0,3,2,1,0,,
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,106,42,64,0,0,4,4,0,0,,
203,HR,Haryana,HR_Nuh,Nuh,102,29,73,0,0,0,0,0,0,,
204,HR,Haryana,HR_Palwal,Palwal,142,88,54,0,0,13,13,0,0,,
205,HR,Haryana,HR_Panchkula,Panchkula,41,15,26,0,0,7,7,0,0,,
206,HR,Haryana,HR_Panipat,Panipat,86,25,57,4,0,1,0,1,0,,
207,HR,Haryana,HR_Rewari,Rewari,63,51,12,0,0,15,16,0,-1,,
208,HR,Haryana,HR_Rohtak,Rohtak,205,120,82,3,0,28,27,0,1,,
209,HR,Haryana,HR_Sirsa,Sirsa,57,19,38,0,0,0,0,0,0,,
210,HR,Haryana,HR_Sonipat,Sonipat,474,284,186,4,0,38,15,22,1,,
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,25,16,9,0,0,5,5,0,0,,
246,JH,Jharkhand,JH_Bokaro,Bokaro,26,5,20,1,0,0,0,0,0,,
247,JH,Jharkhand,JH_Chatra,Chatra,18,17,1,0,0,0,0,0,0,,
248,JH,Jharkhand,JH_Deoghar,Deoghar,10,5,5,0,0,0,0,0,0,,
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,114,62,52,0,0,0,0,0,0,,
250,JH,Jharkhand,JH_Dumka,Dumka,4,0,4,0,0,0,0,0,0,,
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,184,151,33,0,0,3,3,0,0,,
251,JH,Jharkhand,JH_Garhwa,Garhwa,86,28,58,0,0,0,0,0,0,,
252,JH,Jharkhand,JH_Giridih,Giridih,33,12,20,1,0,0,0,0,0,,
253,JH,Jharkhand,JH_Godda,Godda,1,0,1,0,0,0,0,0,0,,
254,JH,Jharkhand,JH_Gumla,Gumla,57,51,6,0,0,1,1,0,0,,
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,123,58,65,0,0,0,0,0,0,,
256,JH,Jharkhand,JH_Jamtara,Jamtara,28,26,2,0,0,0,0,0,0,,
257,JH,Jharkhand,JH_Khunti,Khunti,13,11,2,0,0,0,0,0,0,,
258,JH,Jharkhand,JH_Koderma,Koderma,62,30,31,1,0,0,0,0,0,,
259,JH,Jharkhand,JH_Latehar,Latehar,40,33,7,0,0,8,8,0,0,,
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,30,24,6,0,0,9,9,0,0,,
261,JH,Jharkhand,JH_Pakur,Pakur,17,14,3,0,0,0,0,0,0,,
262,JH,Jharkhand,JH_Palamu,Palamu,29,3,26,0,0,0,0,0,0,,
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,88,78,10,0,0,3,3,0,0,,
266,JH,Jharkhand,JH_Ranchi,Ranchi,149,22,123,4,0,3,3,0,0,,
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,3,3,0,0,0,0,0,0,0,,
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,22,16,6,0,0,0,0,0,0,,
269,JH,Jharkhand,JH_Simdega,Simdega,170,138,32,0,0,13,13,0,0,,
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,23,17,6,0,0,0,0,0,0,,
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,463,203,255,5,0,4,-31,35,0,,
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,225,88,136,1,0,1,1,0,0,,
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,487,357,121,9,0,5,-11,14,2,,
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,209,129,78,2,0,9,8,1,0,,
228,JK,Jammu and Kashmir,JK_Doda,Doda,42,39,2,1,0,0,0,0,0,,
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,58,32,26,0,0,1,1,0,0,,
230,JK,Jammu and Kashmir,JK_Jammu,Jammu,238,145,90,3,0,4,-16,20,0,,
231,JK,Jammu and Kashmir,JK_Kathua,Kathua,121,76,45,0,0,3,-2,5,0,,
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,21,17,4,0,0,4,4,0,0,,
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,540,379,155,6,0,2,-4,5,1,,
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,356,155,198,3,0,7,-90,97,0,,
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,0,,
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,0,,
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,189,171,17,1,0,1,0,1,0,,
238,JK,Jammu and Kashmir,JK_Punch,Punch,73,68,5,0,0,0,-1,1,0,,
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,57,44,13,0,0,0,0,0,0,,
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,170,148,22,0,0,2,1,1,0,,
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,23,20,3,0,0,3,3,0,0,,
242,JK,Jammu and Kashmir,JK_Samba,Samba,63,40,23,0,0,0,0,0,0,,
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,402,265,133,4,0,1,1,0,0,,
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,478,320,146,12,0,13,13,0,0,,
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,131,96,34,1,0,1,-1,2,0,,
270,KA,Karnataka,KA_Bagalkote,Bagalkote,94,11,82,1,0,1,-5,6,0,,
271,KA,Karnataka,KA_Ballari,Ballari,68,24,43,1,0,0,0,0,0,,
272,KA,Karnataka,KA_Belagavi,Belagavi,301,149,151,1,0,0,0,0,0,,
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,36,24,11,1,0,0,0,0,0,,
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,522,204,298,19,1,29,28,0,1,,
275,KA,Karnataka,KA_Bidar,Bidar,279,141,132,6,0,9,-33,42,0,,
