SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,110,22,84,4,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,50,0,50,0,0,0,0,0,0,,
515,RJ,Rajasthan,RJ_Bundi,Bundi,4,4,0,0,0,0,0,0,0,,
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,191,21,166,4,0,0,0,0,0,,
517,RJ,Rajasthan,RJ_Churu,Churu,152,64,87,1,0,0,0,0,0,,
518,RJ,Rajasthan,RJ_Dausa,Dausa,64,17,46,1,0,0,0,0,0,,
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,66,15,50,1,0,0,0,0,0,,
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,374,70,304,0,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,0,,
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,7,1,6,0,0,0,0,0,0,,
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,30,11,19,0,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,0,,
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,2188,281,1801,106,0,0,0,0,0,,
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,74,7,67,0,0,0,0,0,0,,
525,RJ,Rajasthan,RJ_Jalore,Jalore,168,16,150,2,0,0,0,0,0,,
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,326,164,162,0,0,0,0,0,0,,
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,158,25,132,1,0,0,0,0,0,,
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,1762,489,1252,21,0,0,0,0,0,,
529,RJ,Rajasthan,RJ_Karauli,Karauli,29,15,11,3,0,0,0,0,0,,
530,RJ,Rajasthan,RJ_Kota,Kota,506,88,400,18,0,0,0,0,0,,
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,494,94,391,9,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Other State,Other State,28,16,0,12,0,0,0,0,0,,
532,RJ,Rajasthan,RJ_Pali,Pali,587,199,381,7,0,0,0,0,0,,
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,14,1,12,1,0,0,0,0,0,,
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,161,30,130,1,0,0,0,0,0,,
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,39,18,17,4,0,0,0,0,0,,
536,RJ,Rajasthan,RJ_Sikar,Sikar,273,90,178,5,0,0,0,0,0,,
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,195,112,80,3,0,0,0,0,0,,
538,RJ,Rajasthan,RJ_Tonk,Tonk,169,5,163,1,0,0,0,0,0,,
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,586,70,515,1,0,0,0,0,0,,
540,SK,Sikkim,SK_East Sikkim,East Sikkim,2,2,0,0,0,0,0,0,0,,
541,SK,Sikkim,SK_North Sikkim,North Sikkim,0,0,0,0,0,0,0,0,0,,
542,SK,Sikkim,SK_South Sikkim,South Sikkim,1,1,0,0,0,0,0,0,0,,
543,SK,Sikkim,SK_West Sikkim,West Sikkim,0,0,0,0,0,0,0,0,0,,
0,TG,Telangana,TG_Foreign Evacuees,Foreign Evacuees,33,33,0,0,0,0,0,0,0,,
0,TG,Telangana,TG_Other State,Other State,250,250,0,0,0,0,0,0,0,,
576,TG,Telangana,TG_Adilabad,Adilabad,30,15,15,0,0,0,0,0,0,,
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,5,1,4,0,0,0,0,0,0,,
578,TG,Telangana,TG_Hyderabad,Hyderabad,2096,1768,305,23,0,0,0,0,0,,
579,TG,Telangana,TG_Jagtial,Jagtial,12,10,2,0,0,0,0,0,0,,
580,TG,Telangana,TG_Jangaon,Jangaon,6,5,1,0,0,0,0,0,0,,
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,3,3,0,0,0,0,0,0,0,,
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,46,20,25,1,0,0,0,0,0,,
583,TG,Telangana,TG_Kamareddy,Kamareddy,13,5,8,0,0,0,0,0,0,,
584,TG,Telangana,TG_Karimnagar,Karimnagar,22,6,16,0,0,0,0,0,0,,
585,TG,Telangana,TG_Khammam,Khammam,20,17,3,0,0,0,0,0,0,,
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,13,11,2,0,0,0,0,0,0,,
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,3,2,1,0,0,0,0,0,0,,
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,27,19,8,0,0,0,0,0,0,,
589,TG,Telangana,TG_Mancherial,Mancherial,4,3,0,1,0,0,0,0,0,,
590,TG,Telangana,TG_Medak,Medak,12,8,4,0,0,0,0,0,0,,
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,72,62,9,1,0,0,0,0,0,,
592,TG,Telangana,TG_Mulugu,Mulugu,2,0,2,0,0,0,0,0,0,,
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,5,3,2,0,0,0,0,0,0,,
594,TG,Telangana,TG_Nalgonda,Nalgonda,23,11,12,0,0,0,0,0,0,,
595,TG,Telangana,TG_Narayanpet,Narayanpet,2,1,0,1,0,0,0,0,0,,
596,TG,Telangana,TG_Nirmal,Nirmal,26,13,13,0,0,0,0,0,0,,
597,TG,Telangana,TG_Nizamabad,Nizamabad,62,32,30,0,0,0,0,0,0,,
598,TG,Telangana,TG_Peddapalli,Peddapalli,3,2,1,0,0,0,0,0,0,,
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,5,3,2,0,0,0,0,0,0,,
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,155,136,17,2,0,0,0,0,0,,
601,TG,Telangana,TG_Sangareddy,Sangareddy,20,14,6,0,0,0,0,0,0,,
602,TG,Telangana,TG_Siddipet,Siddipet,2,1,1,0,0,0,0,0,0,,
603,TG,Telangana,TG_Suryapet,Suryapet,86,62,24,0,0,0,0,0,0,,
604,TG,Telangana,TG_Vikarabad,Vikarabad,40,24,15,1,0,0,0,0,0,,
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,1,1,0,0,0,0,0,0,0,,
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,0,0,0,0,0,0,0,0,0,,
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,33,10,23,0,0,0,0,0,0,,
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,7,7,0,0,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,280,224,56,0,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,167,98,68,1,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Other State,Other State,0,-3,0,3,0,0,0,0,0,,
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,379,19,360,0,0,0,0,0,0,,
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,1718,941,763,14,0,0,0,0,0,,
545,TN,Tamil Nadu,TN_Chennai,Chennai,20955,10185,10572,198,0,0,0,0,0,,
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,156,10,145,1,0,0,0,0,0,,
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,476,36,439,1,0,0,0,0,0,,
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,12,4,8,0,0,0,0,0,0,,
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,156,30,124,2,0,0,0,0,0,,
550,TN,Tamil Nadu,TN_Erode,Erode,72,1,70,1,0,0,0,0,0,,
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,267,114,153,0,0,0,0,0,0,,
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,496,184,309,3,0,0,0,0,0,,
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,87,32,54,1,0,0,0,0,0,,
553,TN,Tamil Nadu,TN_Karur,Karur,89,11,78,0,0,0,0,0,0,,
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,37,16,21,0,0,0,0,0,0,,
555,TN,Tamil Nadu,TN_Madurai,Madurai,299,67,229,3,0,0,0,0,0,,
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,81,30,51,0,0,0,0,0,0,,
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,85,7,77,1,0,0,0,0,0,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,14,0,14,0,0,0,0,0,0,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,143,4,139,0,0,0,0,0,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,35,14,20,1,0,0,0,0,0,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,101,42,58,1,0,0,0,0,0,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,124,30,94,0,0,0,0,0,0,,
561,TN,Tamil Nadu,TN_Salem,Salem,219,127,92,0,0,0,0,0,0,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,37,7,30,0,0,0,0,0,0,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,100,15,85,0,0,0,0,0,0,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,106,21,85,0,0,0,0,0,0,,
565,TN,Tamil Nadu,TN_Theni,Theni,121,14,105,2,0,0,0,0,0,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,1268,589,668,11,0,0,0,0,0,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,59,17,42,0,0,0,0,0,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,326,148,176,2,0,0,0,0,0,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,112,26,85,1,0,0,0,0,0,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,385,56,328,1,0,0,0,0,0,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,37,8,29,0,0,0,0,0,0,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,114,0,114,0,0,0,0,0,0,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,486,306,178,2,0,0,0,0,0,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,57,17,38,2,0,0,0,0,0,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,369,44,323,2,0,0,0,0,0,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,147,32,115,0,0,0,0,0,0,,
609,TR,Tripura,TR_Dhalai,Dhalai,199,36,163,0,0,0,0,0,0,,
610,TR,Tripura,TR_Gomati,Gomati,88,86,2,0,0,0,0,0,0,,
611,TR,Tripura,TR_Khowai,Khowai,26,25,1,0,0,0,0,0,0,,
612,TR,Tripura,TR_North Tripura,North Tripura,14,10,4,0,0,0,0,0,0,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,243,241,2,0,0,0,0,0,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,68,68,0,0,0,0,0,0,0,,
615,TR,Tripura,TR_Unokoti,Unokoti,50,49,1,0,0,0,0,0,0,,
616,TR,Tripura,TR_West Tripura,West Tripura,61,61,0,0,0,0,0,0,0,,
617,UP,Uttar Pradesh,UP_Agra,Agra,939,105,786,48,0,0,0,0,0,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,185,71,98,16,0,0,0,0,0,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,84,46,35,3,0,0,0,0,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,196,126,70,0,0,0,0,0,0,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,68,17,50,1,0,0,0,0,0,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,39,14,24,1,0,0,0,0,0,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,128,66,59,3,0,0,0,0,0,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,151,116,32,3,0,0,0,0,0,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,76,48,27,1,0,0,0,0,0,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,100,29,71,0,0,0,0,0,0,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,54,27,27,0,0,0,0,0,0,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,47,14,32,1,0,0,0,0,0,,
628,UP,Uttar Pradesh,UP_Banda,Banda,27,2,24,1,0,0,0,0,0,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,170,31,138,1,0,0,0,0,0,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,67,32,33,2,0,0,0,0,0,,
631,UP,Uttar Pradesh,UP_Basti,Basti,228,168,56,4,0,0,0,0,0,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,74,67,7,0,0,0,0,0,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,145,76,67,2,0,0,0,0,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,45,9,35,1,0,0,0,0,0,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,170,64,101,5,0,0,0,0,0,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,29,13,15,1,0,0,0,0,0,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,64,36,26,2,0,0,0,0,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,124,83,40,1,0,0,0,0,0,,
639,UP,Uttar Pradesh,UP_Etah,Etah,51,34,13,4,0,0,0,0,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,78,45,32,1,0,0,0,0,0,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,54,32,21,1,0,0,0,0,0,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,61,26,35,0,0,0,0,0,0,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,313,78,217,18,0,0,0,0,0,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,623,278,337,8,0,0,0,0,0,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,403,146,248,9,0,0,0,0,0,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,157,87,70,0,0,0,0,0,0,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,82,32,50,0,0,0,0,0,0,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,126,90,29,7,0,0,0,0,0,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,9,4,5,0,0,0,0,0,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,169,80,87,2,0,0,0,0,0,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,96,65,31,0,0,0,0,0,0,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,36,13,22,1,0,0,0,0,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,49,5,41,3,0,0,0,0,0,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,264,152,109,3,0,0,0,0,0,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,47,15,26,6,0,0,0,0,0,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,93,61,32,0,0,0,0,0,0,,
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,30,21,8,1,0,0,0,0,0,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,498,173,311,14,0,0,0,0,0,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,24,9,15,0,0,0,0,0,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,49,2,47,0,0,0,0,0,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,54,45,7,2,0,0,0,0,0,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,75,21,54,0,0,0,0,0,0,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,3,2,0,1,0,0,0,0,0,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,445,115,326,4,0,0,0,0,0,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,80,49,30,1,0,0,0,0,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,14,5,8,1,0,0,0,0,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,77,47,28,2,0,0,0,0,0,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,99,33,60,6,0,0,0,0,0,,
670,UP,Uttar Pradesh,UP_Mau,Mau,57,44,12,1,0,0,0,0,0,,
671,UP,Uttar Pradesh,UP_Meerut,Meerut,502,117,350,35,0,0,0,0,0,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,36,14,22,0,0,0,0,0,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,253,71,171,11,0,0,0,0,0,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,104,58,45,1,0,0,0,0,0,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,50,8,42,0,0,0,0,0,0,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,87,15,68,4,0,0,0,0,0,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,122,42,77,3,0,0,0,0,0,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,74,12,61,1,0,0,0,0,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,197,38,157,2,0,0,0,0,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,266,42,224,0,0,0,0,0,0,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,134,66,67,1,0,0,0,0,0,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,136,76,54,6,0,0,0,0,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,39,21,18,0,0,0,0,0,0,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,50,11,39,0,0,0,0,0,0,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,42,13,28,1,0,0,0,0,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,143,63,78,2,0,0,0,0,0,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,44,5,39,0,0,0,0,0,0,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,14,11,3,0,0,0,0,0,0,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,100,40,59,1,0,0,0,0,0,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,47,23,22,2,0,0,0,0,0,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,237,112,120,5,0,0,0,0,0,,
692,UT,Uttarakhand,UT_Almora,Almora,73,25,47,1,0,0,0,0,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,27,16,11,0,0,0,0,0,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,33,22,11,0,0,0,0,0,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,45,37,7,1,0,0,0,0,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,358,277,70,7,4,0,0,0,0,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,108,71,37,0,0,0,0,0,0,,
698,UT,Uttarakhand,UT_Nainital,Nainital,321,187,133,1,0,0,0,0,0,,
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,43,27,15,1,0,0,0,0,0,,
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,44,43,1,0,0,0,0,0,0,,
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,22,19,3,0,0,0,0,0,0,,
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,118,84,34,0,0,0,0,0,0,,
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,88,42,46,0,0,0,0,0,0,,
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,23,16,7,0,0,0,0,0,0,,
705,WB,West Bengal,WB_Alipurduar,Alipurduar,12,8,4,0,0,0,0,0,0,,
706,WB,West Bengal,WB_Bankura,Bankura,104,63,41,0,0,0,0,0,0,,
707,WB,West Bengal,WB_Birbhum,Birbhum,194,34,159,1,0,0,0,0,0,,
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,143,117,26,0,0,0,0,0,0,,
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,43,11,32,0,0,0,0,0,0,,
710,WB,West Bengal,WB_Darjeeling,Darjeeling,83,65,16,2,0,0,0,0,0,,
711,WB,West Bengal,WB_Hooghly,Hooghly,555,370,173,12,0,0,0,0,0,,
712,WB,West Bengal,WB_Howrah,Howrah,1382,840,495,47,0,0,0,0,0,,
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,29,24,5,0,0,0,0,0,0,,
714,WB,West Bengal,WB_Jhargram,Jhargram,6,0,6,0,0,0,0,0,0,,
715,WB,West Bengal,WB_Kalimpong,Kalimpong,11,4,6,1,0,0,0,0,0,,
716,WB,West Bengal,WB_Kolkata,Kolkata,2684,1364,1073,247,0,0,0,0,0,,
717,WB,West Bengal,WB_Malda,Malda,205,108,97,0,0,0,0,0,0,,
719,WB,West Bengal,WB_Murshidabad,Murshidabad,120,40,78,2,0,0,0,0,0,,
720,WB,West Bengal,WB_Nadia,Nadia,130,90,38,2,0,0,0,0,0,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,1035,620,362,53,0,0,0,0,0,,
0,WB,West Bengal,WB_Other State,Other State,64,43,18,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,67,30,35,2,0,0,0,0,0,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,93,64,28,1,0,0,0,0,0,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,122,30,92,0,0,0,0,0,0,,
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,139,80,57,2,0,0,0,0,0,,
725,WB,West Bengal,WB_Purulia,Purulia,62,43,19,0,0,0,0,0,0,,
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,251,137,106,8,0,0,0,0,0,,
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,204,51,153,0,0,0,0,0,0,,
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,-9,9,0,,0,0,0,0,,
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
731,AS,Assam,AS_Unknown,Unknown,8,-30,38,0,,0,0,0,0,,
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
733,CH,Chandigarh,CH_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
737,DL,Delhi,DL_Unknown,Unknown,26866,15442,10664,760,,0,0,0,0,,
738,GA,Goa,GA_Unknown,Unknown,196,138,58,0,,0,0,0,0,,
739,GJ,Gujarat,GJ_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
741,HP,Himachal Pradesh,HP_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
743,JH,Jharkhand,JH_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
744,KA,Karnataka,KA_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
745,KL,Kerala,KL_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
746,LA,Ladakh,LA_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
747,LD,Lakshadweep,LD_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
748,MP,Madhya Pradesh,MP_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
749,MH,Maharashtra,MH_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
750,MN,Manipur,MN_Unknown,Unknown,31,10,21,0,,0,0,0,0,,
751,ML,Meghalaya,ML_Unknown,Unknown,5,5,0,0,,0,0,0,0,,
752,MZ,Mizoram,MZ_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
753,NL,Nagaland,NL_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
754,OR,Odisha,OR_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
755,PY,Puducherry,PY_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
756,PB,Punjab,PB_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
757,RJ,Rajasthan,RJ_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
758,SK,Sikkim,SK_Unknown,Unknown,4,4,0,0,,0,0,0,0,,
759,TN,Tamil Nadu,TN_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
760,TG,Telangana,TG_Unknown,Unknown,357,-895,1159,93,,0,0,0,0,,
761,TR,Tripura,TR_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
762,UP,Uttar Pradesh,UP_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
763,UT,Uttarakhand,UT_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
764,WB,West Bengal,WB_Unknown,Unknown,0,0,0,0,,0,0,0,0,,
